"LTER_site","local_site","date","slope_asp","easting","northing","tag_type","code_r_ear","code_l_ear","num_r_ear","num_l_ear","weight","stage","sex","repro_status","ear-mites_samp","ear-mite_obs","fleas_samp","fleas_obs","tissue_samp","hair_samp","urine_samp","feces_samp_dry","feces_samp_wet","feces_samp_cae","blood_samp_r-o","blood_samp_ear","smear","nobuto","saliva_samp","rectal_temp","neck_circ","foot_length"
"NWT","ML",2008-07-14,"S",449470,4437834,"A","BW","RW","271","220","178","A","F","L","0","N","1",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","ML",2008-07-14,"S",449409,4437878,"A","GR","YG","253","205","162","A","M","T","0","N","1",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","LL",2008-07-15,"N",449898,4435523,"A","RW","WG","45","84","76","J","M","U","0","N","1",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","LL",2008-07-15,"N",449913,4435574,"A","BG","YR","26","13","73","J","M","U","0","N","0",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","LL",2008-07-16,"N",449900,4435477,"A","YB","WR","255","265","79","J","F","U","0","N","0",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","LL",2008-07-16,"N",450062,4435668,"A","WY","RR","272","273","229","A","F","P","0","N","1",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","LL",2008-07-16,"N",449501,4435373,"A","GR","GG","27","252","180","A","F","L","0","N","0",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","LL",2008-07-16,"N",449930,4435559,"A","RB","WG","58","250","192","A","M","T","0","N","1",NA,"1","1","0","0",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","ML",2008-07-22,"S",449397,4437908,"A","WB","YB","22","79","68","J","M","U","1","L","1",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","ML",2008-07-22,"S",449397,4437908,"none","none","none","none","none","70","J","F","U","1","L","1",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","ML",2008-07-22,"S",449524,4437817,"A","RB","BG","221","217","68","J","F","U","0","N","1",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","ML",2008-07-22,"S",449461,4437861,"A","GG","RW","25","86","76","J","F","U","0","N","1",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","ML",2008-07-22,"S",449303,4437832,"A","YB","WB","227","256","169","A","F","L","0","N","1",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","WK",2008-07-25,"S",449590,4433334,"A","WR","YY","298","278","154","A","F","L","0","N","1",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","WK",2008-07-25,"S",449288,4434087,"A","YY","BB","78","225","117","A","F","L","0","N","1",NA,"1","1","1","1",NA,"1","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","WK",2008-07-25,"S",449287,4434160,"A","GW","BY","267","246","175","A","F","P/L","0","N","1",NA,"1","1","0","1",NA,"1","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","WK",2008-07-25,"S",449285,4434179,"A","WW","GG","261","72","107","J","M","U","0","N","1",NA,"1","1","0","1",NA,"1","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","WK",2008-07-25,"S",449241,4434160,"A","YW","YW","284","254","139","A","M","U","0","N","1",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","NS","NS","NS","NS"
"NWT","WK",2008-07-28,"S",449319,4434098,"A","WR","WG","296","77","147","A","M","U","0","N","1",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-28,"S",449284,4434090,"A","YB","GG","299","259","65","J","M","U","0","N","0",NA,"1","1","0","1",NA,"0","0",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-28,"S",449249,4434162,"A","GB","RG","59","202","109","A","F","U","0","N","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-28,"S",449290,4434164,"A","WR","RG","57","11","115","A","F","U","0","N","0",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-28,"S",449243,4434206,"A","BR","YB","237","248","133","A","M","U","0","N","0",NA,"1","1","0","1",NA,"1","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-30,"N",449172,4434544,"A","RB","GB","165","188","110","A","M","U","0","N","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-30,"N",449123,4434407,"A","RB","YR","160","177","142","A","M","U","0","N","0",NA,"1","1","1","0",NA,"1","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-30,"N",449137,4434403,"A","WW","RW","146","130","100","J","M","U","0","N","1",NA,"1","1","0","1",NA,"1","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-30,"N",449099,4434480,"none","none","none","none","none","NS","NS","NS","NS","0","N","0",NA,"0","0","1","0",NA,"0","0",NA,"NS","NS","0","NS","NS","NS"
"NWT","WK",2008-07-30,"N",449156,4434539,"A","RR","GB","154","163","131","A","F","P?","0","N","0",NA,"1","1","0","1",NA,"1","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-30,"N",449105,4434420,"A","YR","BG","172","143","38","J","F?","U","0","N","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-07-30,"N",449084,4434439,"A","BR","GW","157","159","154","A","F","L","0","N","0",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-08-01,"N",449137,4434355,"A","GY","RG","195","106","132","A","F","U","0","N","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-08-01,"N",449121,4434410,"A","YR","YR","156","198","46","J","M","U","0","N","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-08-01,"N",449122,4434430,"A","RB","WB","118","191","120","A","M","U","0","N","0",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","WK",2008-08-01,"N",449123,4434433,"A","WR","WB","194","150","107","J?","F?","U","0","N","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","0","NS","NS","NS"
"NWT","WK",2008-08-01,"N",449108,4434425,"A","RW","WR","120","149","134","A","F","P/L","0","N","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","0","NS","NS","NS"
"NWT","WK",2008-08-01,"N",449079,4434427,"A","YB","BW","176","131","160","A","M","U","0","N","0",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","ML",2008-08-05,"S",449525,4437815,"C3","A","A","C3","C3","102","J","F","U","1","L","0",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","1","NS","NS","NS"
"NWT","ML",2008-08-05,"S",449469,4437832,"A","WB","RW","33","206","117","J?","M","U","1","L","1",NA,"1","1","1","1",NA,"0","1",NA,"NS","NS","1","38","NS","NS"
"NWT","ML",2008-08-05,"S",448966,4437841,"A","BY","YY","8","292","206","A","F","P?","1","L","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","1","35.8","NS","NS"
"NWT","LL",2008-08-07,"N",449992,4435650,"A","YY","YY","100","268","164","A","M","U","1","L","0",NA,"1","1","0","1",NA,"0","1",NA,"NS","NS","1","36.6","NS","NS"
"NWT","LL",2008-08-07,"N",450167,4435715,"A","RR","RR","21","82","186","A","F","L","1","L","1",NA,"1","1","1","1",NA,"0","0","1","NS","NS","1","35.8","NS","NS"
"NWT","WK",2010-07-19,"S",449348,4434123,"A","GB","GY","397","392","163","A","F","P?/L","0","N","0","0","1","1","0","1","1","0","1","0","NS","NS","1",NA,"NS","NS"
"NWT","WK",2010-07-19,"S",449255,4434150,"A","BB","RB","356","303","162","A","F","L","0","N","0","0","1","1","0","1","1","0","1","1","NS","NS","1",NA,"NS","NS"
"NWT","WK",2010-07-19,"S",449256,4434189,"none","none","none","none","none","NS","J","NS","NS","NS","NS","NS","NS","NS","NS","0","1","0","0","NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","WK",2010-07-19,"S",449227,4434202,"A","BR","BR","319","372","88","J","F","U","0","N","0","0","1","1","1","1","0","0","1","0","NS","NS","1",NA,"NS","NS"
"NWT","WK",2010-07-20,"S",449287,4434173,"A","RB","GY","371","333","154","A","F","L","0","N","0","0","1","1","1","0","1","0","1","0","NS","NS","1","38.8","NS","NS"
"NWT","WK",2010-07-20,"S",449255,4434186,"A","BB","RB","356","303","155","NS","NS","NS","0","N","0","0","0","0","1","1","1","0","0","0","NS","NS","0","39.5","NS","NS"
"NWT","WK",2010-07-20,"S",449228,4434203,"A","GB","GB","382","304","164","A","M","T?","0","N","1","1","1","1","1","1","1","0","1","1","NS","NS","1","39.8","NS","NS"
"NWT","WK",2010-07-20,"S",449200,4434200,"none","none","none","none","none","NS","J","NS","NS","NS","NS","NS","NS","NS","NS","0","0","0","0","NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","WK",2010-07-20,"S",449394,4434128,"none","none","none","none","none","NS","A","NS","NS","NS","NS","NS","NS","NS","NS","0","0","1","1","NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","WK",2010-07-20,"S",449254,4434149,"none","none","none","none","none","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","0","1","0","0","NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","WK",2010-07-22,"N",449102,4434436,"A","GR","BW","366","332","166","A","M","U","0","N","1","1","1","1","1","1","0","0","1","0","NS","NS","1","37.5","NS","NS"
"NWT","WK",2010-07-22,"N",449121,4434411,"A","YY","BG","335","375","132","A","F","L","0","N","0","0","1","1","0","1","1","0","0","0","NS","NS","1","35.4","NS","NS"
"NWT","WK",2010-07-22,"N",449128,4434540,"A","RB","BB","395","336","174","A","M","U","0","N","0","0","1","1","1","0","1","0","0","1","NS","NS","1","37.7","NS","NS"
"NWT","WK",2010-07-22,"N",449062,4434437,"A","YY","GB","242","331","172","A","F","L","0","N","0","0","1","1","0","1","1","0","1","0","NS","NS","1","37.9","NS","NS"
"NWT","WK",2010-07-23,"N",449062,4434437,"A","BG","BW","310","300","162","A","M","T?","0","N","0","0","1","1","0","0","1","0","1","0","NS","NS","1","38","NS","NS"
"NWT","WK",2010-07-23,"N",449128,4434540,"A","RB","BB","395","336","177","A","M","U","0","N","0","0","0","0","0","0","0","0","1","0","NS","NS","0","39.3","NS","NS"
"NWT","WK",2010-07-27,"S",449211,4434220,"A","BG","GR","318","54","87","J","F","U","1","L","0","0","1","1","0","0","0","0","1","0","NS","NS","1","37.3","NS","NS"
"NWT","WK",2010-07-27,"S",449226,4434199,"A","GB","GB","382","304",NA,"A","M","U","0","N","0","0",NA,NA,"1","0","0","0","0",NA,"NS","NS",NA,NA,"NS","NS"
"NWT","WK",2010-07-27,"S",449237,4434213,"A","BR","GY","337","222","70","J","M","U","0","N","0","0","1","1","0","1","0","0","1","0","NS","NS","1","36.2","NS","NS"
"NWT","WK",2010-07-27,"S",449302,4434208,"A","BR","RY","368","311","180","A","M","T?","1","L","0","0","1","1","0","1","1","1","1","0","NS","NS","1","38.4","NS","NS"
"NWT","WK",2010-07-27,"S",449305,4434185,"A","GR","BG","314","378","102","J","M","U","0","N","0","0","1","1","0","1","1","0","1","0","NS","NS","1","37.7","NS","NS"
"NWT","WK",2010-07-27,"S",NA,NA,"A","WR","N","NS","none","NS","A","NS","NS","NS","NS","NS","NS","NS","NS","0","0","0","0","NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","WK",2010-07-28,"S",449245,4434188,"none","none","none","none","none","89","J","NS","NS","0","N","NS","NS","1",NA,"0","1","0","0","NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","LL",2010-09-24,"N",450044,4435663,"A","RY","YR","369","377","152","A","M","U","1","M","0","0","1","1","1","1","1","1","1","0","NS","NS","1","38","NS","NS"
"NWT","LL",2010-09-24,"N",449987,4435656,"A","GG","YY","385","320","165","A","M","U","1","M","0","0","1","1","1","1","1","1","1","1","NS","NS","1","37.8","NS","NS"
"NWT","LL",2010-09-24,"N",449889,4435515,"A","BB","RG","346","233","147","A","F","U","0","N","0","0","1","1","1","1","1","1","1","0","NS","NS","1","39.2","NS","NS"
"NWT","LL",2010-09-24,"N",450084,4435669,"A","YG","GB","321","400","137","J?","F","U","0","N","1","1","1","1","1","1","1","1","1","0","NS","NS","1","37.8","NS","NS"
"NWT","LL",2010-09-25,"N",450031,4435635,"A","GB","YG","347","339","141","J?","F","U","1","L","0","0","1","1","1","1","1","1","1","0","NS","NS","1","37.7","NS","NS"
"NWT","LL",2010-09-25,"N",449883,4435493,"A",NA,NA,NA,NA,"173","A","M","U","0","N","0","0","1","1","1","1","1","0","1","0","NS","NS","0","38.5","NS","NS"
"NWT","ML",2010-09-28,"N",449378,4437900,"A","WB","WB","22","249","165","A","M","U","0","N",NA,NA,"1","1","1","0","1","1","1","0","NS","NS","1","38.1","NS","NS"
"NWT","ML",2010-09-28,"N",449544,4437888,"A","GB","YG","342","305","172","A","F","L","0","N","2","2","1","1","0","0","1","0","1","0","NS","NS","1","38.3","NS","NS"
"NWT","ML",2010-09-28,"N",449280,4437898,"A","GB","RR","312","371","131","J","F","U","1","L","0","0","1","1","0","1","0","0","1","0","NS","NS","1","38.3","NS","NS"
"NWT","ML",2010-09-28,"N",449544,4437344,"A","YY","GR","398","331","171","A","F","U","1","L","0","0","1","1","1","1","0","0","1","0","NS","NS","1","39.3","NS","NS"
"NWT","ML",2010-09-29,"N",449458,4437859,"A","GR","GB","383","324","165","A","F","U","0","L","0","0","1","1",NA,"1","1","1","1","0","NS","NS","1","38.7","NS","NS"
"NWT","ML",2010-09-29,"N",449284,4437854,"A","YB","GY","313","232","163","A","F","U","0","L","0","0","1","1","0","0","0","0","1","0","NS","NS","1","39.6","NS","NS"
"NWT","ML",2010-09-29,"N",449411,4437876,"A","RR","GY","393","355","197","A","M","U","0","L","1","1","1","1","1","1","1","0","0","0","NS","NS","0",NA,"NS","NS"
"NWT","WK",2011-07-06,"E",449299,4434240,"A","BB","BB","306","316","181","A","M","U","0","N","9",NA,"1","1",NA,"1","0","0","1","0","NS","NS","1","39.4","NS","NS"
"NWT","WK",2011-07-06,"E",449310,4434256,"A","GG","GG","166","365","141","A","F","L","0","N",NA,NA,"1","1",NA,"0","0","1","1","0","NS","NS","1","39.2","NS","NS"
"NWT","WK",2011-07-06,"E",449288,4434264,"A","WW","WW","394","309","47","J","M","U","0","N",NA,NA,"1","1",NA,"1","0","1","1","0","NS","NS","1","37.9","NS","NS"
"NWT","WK",2011-07-06,"E",NA,NA,"none","none","none","none","none","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS",NA,NA,NA,NA,"NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","WK",2011-07-07,"E",449304,4434286,"A","RG","GR","357","326","177","A","M","T","0","N","2","2","2","1",NA,"1","0","0","1","0","NS","NS","1","38.5","NS","NS"
"NWT","WK",2011-07-07,"E",NA,NA,"none","none","none","none","none","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","1","1","0","0","NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","WK",2011-07-07,"E",NA,NA,"none","none","none","none","none","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS","0","1","0","1","NS","NS","NS","NS","NS","NS","NS","NS"
"NWT","WK",2011-07-12,"E",449245,4434294,"A","GR","RG","367","112","163","A","F","P/L","0","N","3","3","1","1","1","1","0","1","1","1","NS","NS","1","37","NS","NS"
"NWT","WK",2011-07-13,"E",449304,4434286,"A","YG","YG","351","384","192","A","F","L","0","N","2","2","1","1","0","1","0","1","1","0","NS","NS","1","37.9","NS","NS"
"NWT","WK",2011-07-13,"E",449288,4434264,"A","BY","GG","358","315","180","A","F","L","0","N","1","2","1","1","0","1","1","1","1","0","NS","NS","1","37.3","NS","NS"
"NWT","WK",2011-07-13,"E",449231,4434286,"A","RB","WB","379","348","142","A","M",NA,"0","N","3","4","1","1","1","1","1","1","1","0","NS","NS",NA,"38.7","NS","NS"
"NWT","WK",2011-07-14,"S",449264,4434182,"A","GG","BY","386","363","170","A","F","L","0","N","2","2","1","1","1","0","1","0","0","1","NS","NS","1","38.3","NS","NS"
"NWT","WK",2011-07-19,"S",449288,4434163,"A","GG","BY","386","363","171","A","F","L","0","N","2","2","0","0","1",NA,NA,NA,"1","0","NS","NS","0","37.1","NS","NS"
"NWT","WK",2011-07-19,"S",449224,4434195,"A","YB","BG","391","344","166","A","F","L","0","N","0","1","1","1","0","1","0","1","1","0","NS","NS","1","37.2","NS","NS"
"NWT","WK",2011-07-19,"S",449314,4434230,"A","GB","GY","397","392","181","A","F","L","0","N","4","4","1","1","1",NA,NA,"1","1","0","NS","NS","1","NS","NS","NS"
"NWT","WK",2011-07-19,"S",449308,4434191,"A","BR","RY","368","NS","174","A","M","T","0","N","1",NA,"1","1","1",NA,NA,"1","1","0","NS","NS","1","36.8","NS","NS"
"NWT","WK",2011-07-21,"S",449254,4434155,"A","WB","GY","181","199","174","A","M","U","0","N","2","2","1","1","1","0","0","0","1","0","NS","NS","1","38.8","NS","NS"
"NWT","WK",2011-07-21,"S",449244,4434161,"A","YB","YG","147","357","152","A","F","L","0","N","2","3","1","1","0","1","1","1","1","0","NS","NS","1","38.3","NS","NS"
"NWT","WK",2011-07-26,"N",449087,4434388,"A","RY","YB","329","124","138","A","F","L","0","N","0","0","1","1","1","1","0","0","1","0","NS","NS","1","35.6","NS","NS"
"NWT","WK",2011-07-26,"N",449074,4434386,"A","RB","GB","323","322","71","J","F?","U","0","N","1",NA,"1",NA,"0","1","0","0","1","0","NS","NS","1","33.4","NS","NS"
"NWT","WK",2011-07-27,"N",449125,4434542,"A","RR","GG","301","328",NA,"A","M","T","0","N","0","0","1","1","0","1","0","0","1","0","NS","NS","1","37","NS","NS"
"NWT","WK",2011-07-27,"N",449087,4434434,"A","GW","RY","343","341","205","A","F","L","0","N","3",NA,"1","1","1","0","1","1","1","0","NS","NS","1","NS","NS","NS"
"NWT","WK",2011-07-27,"N",449093,4434449,"A","RB","GB","399","116","138","A","F","L","0","N","1",NA,"1","1","1","1","0","0","1","0","NS","NS","1","38.1","NS","NS"
"NWT","WK",2011-07-28,"N",449098,4434451,"A","RY","GR","236","161","152","A","F","L","0","N","0","0","1","1","0","0","0","1","1","0","NS","NS","1","36.1","NS","NS"
"NWT","WK",2011-07-28,"N",449098,4434478,"A","GG","GB","144","349","166","A","M","U","0","N","0","0","1","1","0","1","0","0","1","0","NS","NS","0","36.7","NS","NS"
"NWT","LL",2011-08-03,"N",450069,4435666,"A","RR","RB","122","327","152","A","F","L","0","N","4","4","1","1","1","1","1","0","1","0","NS","NS","1","36.2","NS","NS"
"NWT","LL",2011-08-03,"N",450036,4435673,"A","GG","RR","364","238","62","J","M","U","1","L","0","1","1","1","1","1","0","0","1","0","NS","NS","1",NA,"NS","NS"
"NWT","LL",2011-08-04,"N",450078,4435671,"A","GB","BG","127","178","160","A","F","L","1","L","1","1","1","1","0","1","1","1","1","0","NS","NS","1","36.9","NS","NS"
"NWT","LL",2011-08-04,"N",449904,4435481,"A","RR","GB","264","32","143","A","M","U","1","L","2","2","1","1","0","1","0","0","1","1","NS","NS","1","35.3","NS","NS"
"NWT","LL",2011-08-04,"N",449979,4435620,"A","BG","BG","28","174","191","A","F","P/L","1","L","1","1","1","1","1","0","0","0","1","0","NS","NS","1","38.2","NS","NS"
"NWT","LL",2011-08-04,"N",449931,4435517,"A","YG","GR","257","290","160","A","F","L","1","M","0","0","1","1","1","0","0","1","1","0","NS","NS","1","37","NS","NS"
"NWT","ML",2011-08-09,"S",449463,4437862,"A","GR","BB","34","396","103","J","F","U","0","N","1","1","1","1","1","0","1","0","1","0","NS","NS","1","38.7","NS","NS"
"NWT","ML",2011-08-09,"S",449407,4437882,"A","YB","BY","308","200","102","J","M","U","1","H","1","1","1","1","0","1","0","1","1","0","NS","NS","1","38.3","NS","NS"
"NWT","ML",2011-08-09,"S",449379,4437903,"A","YB","BR","197","277","148","A","F","L","1","H","2","2","1","1","1","1","0","1","0","1","NS","NS","1","36.4","NS","NS"
"NWT","ML",2011-08-09,"S",449286,4437856,"A","YB","GR","192","184","173","A","F","L","0","N","1","1","1","1","1","1","0","0","1","0","NS","NS","1","38.8","NS","NS"
"NWT","ML",2011-08-09,"S",449215,4437882,"A","YB","GB","162","208","124","J","M","U","1","L","4","4","1",NA,"0","0","0","1","1","0","NS","NS","1","36.3","NS","NS"
"NWT","ML",2011-08-10,"S",449539,4437839,"A","BB","GG","241","115","174","A","F","L","1","L","7","7","1","1","1","0","0","0","1","0","NS","NS","1","36.5","NS","NS"
"NWT","ML",2011-08-10,"S",449144,4437937,"A","GB","YG","NS","NS","152","A","F","L","0","L","3","3","1","1","0","1","0","0","1","0","NS","NS","1",NA,"NS","NS"
"NWT","ML",2011-09-15,"S",449407,4437877,"A","GY","GG","179","263","123","J","F","U","1","H","1","1","1","1","0","0","1","0","0","0","NS","NS","0",NA,"NS","NS"
"NWT","ML",2011-09-15,"S",449377,4437900,"A","YB","BW","207","NS","141","J?","M?","U","1","M","0","0","1","1","1","0","1","0","0","0","NS","NS","0",NA,"NS","NS"
"NWT","ML",2011-09-15,"S",448981,4437840,"A","RR","RG","216","171","170","A","M","U","1","M","0","0","1","1","0","1","0","0","0","0","NS","NS","0",NA,"NS","NS"
"NWT","ML",2011-09-15,"S",448927,4437875,"A","RG","YY","107","214","179","A","M","U","1","M","0","0","1","1","0","1","0","0","0","0","NS","NS","0",NA,"NS","NS"
"NWT","LL",2011-09-20,"N",450120,4435680,"A","BY","GY","170","93","115","J?","M","U","1","M","0","0","1","1","1","0","1","0","1","0","NS","NS","1","38.1","NS","NS"
"NWT","LL",2011-09-20,"N",449894,4435519,"A","RY","BR","169","114","165","A","M","U","1","M","0","1","1","1","1","1","0","0","1","0","NS","NS","1","37.7","NS","NS"
"NWT","LL",2011-09-20,"N",450137,4435688,"A","BR","BB","134","180","149","J?","M","U","1","L","2","2","1","1","0","0","0","1","1","0","NS","NS","1","38.4","NS","NS"
"NWT","LL",2011-09-20,"N",449880,4435496,"A","WW","RR","158","280","159","A","F","P?","1","M","0","0","1","1","1","0","0","0","1","0","NS","NS","1","38.7","NS","NS"
"NWT","WK",2012-06-11,"NW",449008,4434380,"A","WW","YB","69","109","162","A","F","L","0","N","2","3","1","1","1","0","0","1","1","0","NS","NS","1","NS","NS","NS"
"NWT","WK",2012-06-11,"N",449063,4434390,"A","RY","GR","103","140","189","A","F","L","0","N","3","4","1","1","1","0","0","0","1","1","NS","NS","1","35","NS","NS"
"NWT","WK",2012-06-13,"N",449090,4434389,"A","RY","YB","NS","NS","152","A","F","L","0","N","0","0","NS","1","0","1",NA,"0","1","0","NS","NS","1","38.3","NS","NS"
"NWT","WK",2012-06-13,"N",449056,4434424,"A","YY","GB","NS","NS","181","A","F","P","0","N","2","2","NS","1","1","1",NA,"0","1?","0","NS","NS","1","39.6","NS","NS"
"NWT","WK",2012-06-15,"NE",449317,4434352,"A","GY","RY","182","219","133","A","F","L","0","N","0","0","1","1","0","1",NA,"1","0","1","NS","NS","1",NA,"NS","NS"
"NWT","WK",2012-06-18,"SE",449322,4434323,"A","RR","BR","119","38","209","A","F","L","0","N","3","5","1","1","1","0","0","0",NA,NA,"NS","NS","1","39.4","NS","NS"
"NWT","WK",2012-06-18,"NE",NA,NA,"A","BG","GB","110","133","143","A","F","L","0","N","1",NA,"1","1","1","0","0","1","1","0","NS","NS","1",NA,"NS","NS"
"NWT","WK",2012-06-18,"NE",NA,NA,"A","BY","YR","102","223","184","A","M","T","0","N","12","12","1","1","0","0","0","1","1","0","NS","NS","1",NA,"NS","NS"
"NWT","WK",2012-06-18,"NE",NA,NA,"A","RB","GG","153","141","132","J","F","U","0","N","0","0","1","1","1","0","0","0",NA,NA,"NS","NS","1","37.2","NS","NS"
"NWT","WK",2012-06-18,"NE",NA,NA,"A","RG","YG","164","240","72","J","M","U","0","N","0","0","1","1","1","1",NA,"0","1",NA,"NS","NS","1","39.1","NS","NS"
"NWT","ML",2012-07-23,"S",449299,4437859,"A","YB","GR","NS","NS","184","A","F","L","0","NS","1","1","1","1","1","1",NA,"0","1","0","NS","NS","1",NA,"NS","NS"
"NWT","ML",2012-07-23,"S",449208,4437896,"A","GB","GG","113","168","159","J?","F","U","0","L","1","2","1","1","0","0","0","0","1","0","NS","NS","1","38.6","NS","NS"
"NWT","ML",2012-07-23,"S",449145,4437930,"A","YY","RB","167","36","149","A","F","L","1","M","5","5","1","1","0","1",NA,"0","1","1","NS","NS","1","37.9","NS","NS"
"NWT","ML",2012-07-23,"S",448976,4437858,"A","GY","YY","193","139","173","A","F","L","1","M","2","3","1","1","1","1",NA,"0","0","1","NS","NS","1","NS","NS","NS"
"NWT","ML",2012-07-23,"S",449219,4437881,"A","GB","RR","128","295","105","J","M","U","1","M","2","2","1","1","1","1",NA,"0","1","0","NS","NS","1","NS","NS","NS"
"NWT","ML",2012-07-25,"S",449372,4437905,"A","WG","YB","123","135","161","A","F","L","1","H","2","2","1","1","0","1",NA,"1","1","0","NS","NS","1","34.9","NS","NS"
"NWT","ML",2012-07-25,"S",449264,4437907,"A","BB","YG","204","289","171","A","F","L","0","N","5","5","1","1","1","1",NA,"0","1","1","NS","NS","1","38.4","NS","NS"
"NWT","ML",2012-07-27,"S",449292,4437861,"A","RG","RR","104","189","159","A","M","U","1","M","0","1","1","1","1","0","0","0","0","1","NS","NS","1","38.2","NS","NS"
"NWT","ML",2012-07-27,"S",448913,4437936,"A","YY","BB","148","155","136","J","F","U","1","M","0","0","1","1","1","1",NA,"1","1","0","NS","NS","1","38.2","NS","NS"
"NWT","LL",2012-08-01,"N",449851,4435607,"A","RR","RB","NS","NS","157","A","F","L","1","M","0","0","1","1","1","0","0","1","1","0","NS","NS","1","37.8","NS","NS"
"NWT","LL",2012-08-01,"N",449885,4435635,"A","RY","WG","187","151","159?","J?","M","U","1","M","0","0","1","1","1","1",NA,"0","1","0","NS","NS","1","38.3","NS","NS"
"NWT","LL",2012-08-01,"N",449951,4435604,"A","BB","BG","121","125","147","J?","F","U","1","H","0","0","1","1","1","1",NA,"0","1","1","NS","NS","1","38.7","NS","NS"
"NWT","LL",2012-08-01,"N",449900,4435526,"A","WG","RW","133","101","136","J","F","U","1","M","0","0","1","1","1","1",NA,"1","1","0","NS","NS","1","38.2","NS","NS"
"NWT","LL",2012-08-03,"N",449916,4435565,"A","YG","GR","NS","NS","197","A","F","P?/L","1","M","0","0","1","1","1","1",NA,"0","1","0","NS","NS","1","38.1","NS","NS"
"NWT","LL",2012-08-03,"N",449885,4435635,"A","RB","BR","285","99","161","A","F","U","1","M","2","3","1","1","1","1",NA,"1","1","1","NS","NS","1","37.5","NS","NS"
"NWT","LL",2012-08-03,"N",449973,4435620,"A","BB","WB","244","136","198","A","M","U","1","M","0","0","1","1","0","0","0","0","1","0","NS","NS","1","38.7","NS","NS"
